tweets,quote_status,language,favorite_count,retweet_count,time,id,processed_text,cleaned_tweets,neg,neu,pos,compound,neg,neu,pos,compound,neg,neu,pos,compound,neg,neu,pos,compound,neg,neu,pos,compound
RT @tonidaIe: IM SORRY BUT THERES NO WAY WE ARENT GETTING A RAIN KISS IN 5x08,True,en,0,10,2021-02-27 01:55:15,1365480583091134465,"['im', 'sorry', 'theres', 'way', 'arent', 'getting', 'rain', 'kiss', '5x08']",im sorry theres way arent getting rain kiss 5x08,0.435,0.565,0.0,-0.8492,0.435,0.565,0.0,-0.8492,0.435,0.565,0.0,-0.8492,0.435,0.565,0.0,-0.8492,0.435,0.565,0.0,-0.8492
RT @tonistopazz: this whole cheryl kissing someone else fuss is giving me flashbacks to when half of us were mourning chonis breakup a week…,False,en,0,10,2021-02-27 01:55:07,1365480550425915394,"['whole', 'cheryl', 'kissing', 'someone', 'else', 'fuss', 'giving', 'flashbacks', 'half', 'us', 'mourning', 'chonis', 'breakup', 'week']",whole cheryl kissing someone else fuss giving flashbacks half us mourning chonis breakup week,0.1,0.69,0.21,0.4939,0.1,0.69,0.21,0.4939,0.1,0.69,0.21,0.4939,0.1,0.69,0.21,0.4939,0.1,0.69,0.21,0.4939
@chonibIossom We were peacefully in denial even though we knew .... I don’t like the verification - only thing giving me peace is I now that Mads is the captain of our ship so whatever this is isn’t long,False,en,4,0,2021-02-27 01:54:53,1365480492276023303,"['peacefully', 'denial', 'even', 'though', 'knew', 'like', 'verification', 'thing', 'giving', 'peace', 'mads', 'captain', 'ship', 'whatever', 'long']",peacefully denial even though knew like verification thing giving peace mads captain ship whatever long,0.0,0.731,0.269,0.8957,0.0,0.731,0.269,0.8957,0.0,0.731,0.269,0.8957,0.0,0.731,0.269,0.8957,0.0,0.731,0.269,0.8957
@CW_Riverdale Always barchie..hmm what about choni! Choni! Choni!! Grrrr 😭😭😭,False,en,0,0,2021-02-27 01:52:55,1365479998937702400,"['always', 'barchie', 'hmm', 'choni', 'choni', 'choni', 'grrrr']",always barchie hmm choni choni choni grrrr,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @robynchoni: i sleep peacefully knowing that cheryl and toni will never be k!lled off because the writers know that they’d be called rac…,False,en,0,7,2021-02-27 01:51:24,1365479614127222792,"['sleep', 'peacefully', 'knowing', 'cheryl', 'toni', 'never', 'k', 'lled', 'writers', 'know', 'called', 'rac']",sleep peacefully knowing cheryl toni never k lled writers know called rac,0.0,0.856,0.144,0.5707,0.0,0.856,0.144,0.5707,0.0,0.856,0.144,0.5707,0.0,0.856,0.144,0.5707,0.0,0.856,0.144,0.5707
I just killed a mosquito with a box of toothpaste in my bathroom. How yall doing this evening?,False,en,1,0,2021-02-27 01:50:58,1365479506706894848,"['killed', 'mosquito', 'box', 'toothpaste', 'bathroom', 'yall', 'evening']",killed mosquito box toothpaste bathroom yall evening,0.243,0.757,0.0,-0.6705,0.243,0.757,0.0,-0.6705,0.243,0.757,0.0,-0.6705,0.243,0.757,0.0,-0.6705,0.243,0.757,0.0,-0.6705
hey besties vote barchie pambrose nabrina rozharvey the only archieverse ships that matter !!! choni and falice can have some love too but barchiepambrose!!!!! https://t.co/SIBU040o0F,True,en,1,0,2021-02-27 01:50:52,1365479480081448962,"['hey', 'besties', 'vote', 'barchie', 'pambrose', 'nabrina', 'rozharvey', 'archieverse', 'ships', 'matter', 'choni', 'falice', 'love', 'barchiepambrose']",hey besties vote barchie pambrose nabrina rozharvey archieverse ships matter choni falice love barchiepambrose,0.0,0.827,0.173,0.5883,0.0,0.827,0.173,0.5883,0.0,0.827,0.173,0.5883,0.0,0.827,0.173,0.5883,0.0,0.827,0.173,0.5883
RT @toniblossoms: i’m all for choni angst and the build up of them being together but i think it’s the fact we know toni isn’t going to be…,False,en,0,3,2021-02-27 01:50:49,1365479468555522049,"['choni', 'angst', 'build', 'together', 'think', 'fact', 'know', 'toni', 'going']",choni angst build together think fact know toni going,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @lynn_rachels: Earpers have set Twitter on fire today! Way to go! We have so much to be thankful for! #WynonnaEarp #BringWynonnaEarp htt…,False,en,0,23,2021-02-27 01:50:33,1365479403057262603,"['earpers', 'set', 'twitter', 'fire', 'today', 'way', 'go', 'much', 'thankful', 'wynonnaearp', 'bringwynonnaearp', 'htt']",earpers set twitter fire today way go much thankful wynonnaearp bringwynonnaearp htt,0.086,0.751,0.164,0.4898,0.086,0.751,0.164,0.4898,0.086,0.751,0.164,0.4898,0.086,0.751,0.164,0.4898,0.086,0.751,0.164,0.4898
"RT @bestshipsxworld: toni topaz and cheryl blossom from riverdale
 https://t.co/mwWsT4ofLI",False,en,0,152,2021-02-27 01:49:58,1365479254461415425,"['toni', 'topaz', 'cheryl', 'blossom', 'riverdale']",toni topaz cheryl blossom riverdale,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
@topazgotjuice @choni_icxnic Also I’d we don’t get to see her and Cheryl in here we’re being robbed,False,en,2,0,2021-02-27 01:48:51,1365478975796092931,"['also', 'get', 'see', 'cheryl', 'robbed']",also get see cheryl robbed,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
@topazgotjuice @choni_icxnic A room fit for a true queen 🥰✨,False,en,2,0,2021-02-27 01:48:21,1365478847337160706,"['room', 'fit', 'true', 'queen']",room fit true queen,0.0,0.531,0.469,0.6486,0.0,0.531,0.469,0.6486,0.0,0.531,0.469,0.6486,0.0,0.531,0.469,0.6486,0.0,0.531,0.469,0.6486
RT @mylittlefaith: choni is truly in their making elaborate ass plans and grand gestures for one another instead of simply talking to each…,False,en,0,7,2021-02-27 01:47:28,1365478627740176390,"['choni', 'truly', 'making', 'elaborate', 'ass', 'plans', 'grand', 'gestures', 'one', 'another', 'instead', 'simply', 'talking']",choni truly making elaborate ass plans grand gestures one another instead simply talking,0.119,0.68,0.201,0.34,0.119,0.68,0.201,0.34,0.119,0.68,0.201,0.34,0.119,0.68,0.201,0.34,0.119,0.68,0.201,0.34
RT @wolfiescowen: you had to be there https://t.co/SvjmcFiW1f,False,en,0,4558,2021-02-27 01:47:09,1365478548161650688,[],,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"RT @lodgesecrets: pretty hot of them
https://t.co/e1LU6J4VYs",False,en,0,11,2021-02-27 01:47:08,1365478540561559554,"['pretty', 'hot']",pretty hot,0.0,0.652,0.348,0.4939,0.0,0.652,0.348,0.4939,0.0,0.652,0.348,0.4939,0.0,0.652,0.348,0.4939,0.0,0.652,0.348,0.4939
"RT @_klangers: Died twice today. This is my ghost tweeting.
#WynonnaEarp #BringWynonnaHome https://t.co/ZgqtJ7oQYe",False,en,0,3,2021-02-27 01:46:55,1365478486161391622,"['klangers', 'died', 'twice', 'today', 'ghost', 'tweeting', 'wynonnaearp', 'bringwynonnahome']",klangers died twice today ghost tweeting wynonnaearp bringwynonnahome,0.349,0.651,0.0,-0.7096,0.349,0.651,0.0,-0.7096,0.349,0.651,0.0,-0.7096,0.349,0.651,0.0,-0.7096,0.349,0.651,0.0,-0.7096
"RT @_LMyz: Do you think @KatBarrell knows that she broke the entire fucking internet by simply putting on A FUCKING HAT 
#WynonnaEarp #Brin…",False,en,0,57,2021-02-27 01:46:53,1365478479064670211,"['lmyz', 'think', 'knows', 'broke', 'entire', 'fucking', 'internet', 'simply', 'putting', 'fucking', 'hat', 'wynonnaearp', 'brin']",lmyz think knows broke entire fucking internet simply putting fucking hat wynonnaearp brin,0.118,0.882,0.0,-0.4215,0.118,0.882,0.0,-0.4215,0.118,0.882,0.0,-0.4215,0.118,0.882,0.0,-0.4215,0.118,0.882,0.0,-0.4215
RT @topazgotjuice: I JUMPED i thought that was river for a split second,True,en,0,2,2021-02-27 01:45:48,1365478205315031044,"['jumped', 'thought', 'river', 'split', 'second']",jumped thought river split second,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
@sapphicvanessa DONT TAKE THE DREAM AWAY 😭😭😭,False,en,0,0,2021-02-27 01:44:39,1365477916235223043,"['dont', 'take', 'dream', 'away']",dont take dream away,0.276,0.724,0.0,-0.3143,0.276,0.724,0.0,-0.3143,0.276,0.724,0.0,-0.3143,0.276,0.724,0.0,-0.3143,0.276,0.724,0.0,-0.3143
RT @chonisblossom: Guys wait we thought since they graduated no Choni locker room kiss but it could still happen,False,en,0,2,2021-02-27 01:44:29,1365477874615136260,"['guys', 'wait', 'thought', 'since', 'graduated', 'choni', 'locker', 'room', 'kiss', 'could', 'still', 'happen']",guys wait thought since graduated choni locker room kiss could still happen,0.078,0.829,0.093,0.0772,0.078,0.829,0.093,0.0772,0.078,0.829,0.093,0.0772,0.078,0.829,0.093,0.0772,0.078,0.829,0.093,0.0772
RT @sapphicvanessa: “i stood” what if this isn’t a rain kiss but another part of this season’s mystery? https://t.co/b45XGyD8Ba,False,en,0,2,2021-02-27 01:44:27,1365477868671819776,"['stood', 'rain', 'kiss', 'another', 'part', 'season', 'mystery']",stood rain kiss another part season mystery,0.0,0.899,0.101,0.2263,0.0,0.899,0.101,0.2263,0.0,0.899,0.101,0.2263,0.0,0.899,0.101,0.2263,0.0,0.899,0.101,0.2263
"RT @PRiveerdale: ""If you find someone better than me, please don't tell me"" https://t.co/B8bUiS7il8",False,en,0,10,2021-02-27 01:44:11,1365477800287887361,"['find', 'someone', 'better', 'please', 'tell']",find someone better please tell,0.0,0.698,0.302,0.6369,0.0,0.698,0.302,0.6369,0.0,0.698,0.302,0.6369,0.0,0.698,0.302,0.6369,0.0,0.698,0.302,0.6369
"RT @sunlightchoni: CHONI CENTRIC EPISODE , THIS TRULY IS MY BABIES SEASON🥺🥺🥺",False,en,0,3,2021-02-27 01:44:08,1365477789281968132,"['choni', 'centric', 'episode', 'truly', 'babies', 'season']",choni centric episode truly babies season,0.0,0.734,0.266,0.5622,0.0,0.734,0.266,0.5622,0.0,0.734,0.266,0.5622,0.0,0.734,0.266,0.5622,0.0,0.734,0.266,0.5622
RT @milfyswift: so sorry guys i am a slut for angst and the possibilities of cheryl having a fling with someone while still deeply in love…,False,en,0,4,2021-02-27 01:44:04,1365477770835464194,"['sorry', 'guys', 'slut', 'angst', 'possibilities', 'cheryl', 'fling', 'someone', 'still', 'deeply', 'love']",sorry guys slut angst possibilities cheryl fling someone still deeply love,0.209,0.791,0.0,-0.6748,0.209,0.791,0.0,-0.6748,0.209,0.791,0.0,-0.6748,0.209,0.791,0.0,-0.6748,0.209,0.791,0.0,-0.6748
RT @milfyswift: what the hell does a risky plan mean girl you already showed up at toni's office in red lingerie do you not think you alrea…,False,en,0,6,2021-02-27 01:43:55,1365477734210764803,"['hell', 'risky', 'plan', 'mean', 'girl', 'already', 'showed', 'toni', 'office', 'red', 'lingerie', 'think', 'alrea']",hell risky plan mean girl already showed toni office red lingerie think alrea,0.211,0.789,0.0,-0.7506,0.211,0.789,0.0,-0.7506,0.211,0.789,0.0,-0.7506,0.211,0.789,0.0,-0.7506,0.211,0.789,0.0,-0.7506
RT @topazgotjuice: i really feel like all hell is gonna break loose between choni at this key party in 5x08,False,en,0,10,2021-02-27 01:43:52,1365477720466075650,"['really', 'feel', 'like', 'hell', 'gonna', 'break', 'loose', 'choni', 'key', 'party', '5x08']",really feel like hell gonna break loose choni key party 5x08,0.252,0.548,0.2,-0.3446,0.252,0.548,0.2,-0.3446,0.252,0.548,0.2,-0.3446,0.252,0.548,0.2,-0.3446,0.252,0.548,0.2,-0.3446
"RT @robynchoni: so if minerva is just leading cheryl on, when cheryl eventually finds out she’s gonna be so broken because the first person…",False,en,0,4,2021-02-27 01:43:42,1365477678250360834,"['minerva', 'leading', 'cheryl', 'cheryl', 'eventually', 'finds', 'gonna', 'broken', 'first', 'person']",minerva leading cheryl cheryl eventually finds gonna broken first person,0.148,0.852,0.0,-0.6113,0.148,0.852,0.0,-0.6113,0.148,0.852,0.0,-0.6113,0.148,0.852,0.0,-0.6113,0.148,0.852,0.0,-0.6113
RT @lovemesometopaz: WAIT the “party” isn’t in 5x08 because erinn’s not in the episode but she’s in this picture..... are we sure this is a…,False,en,0,4,2021-02-27 01:43:30,1365477628866658306,"['wait', 'party', '5x08', 'erinn', 'episode', 'picture', 'sure']",wait party 5x08 erinn episode picture sure,0.0,0.891,0.109,0.4497,0.0,0.891,0.109,0.4497,0.0,0.891,0.109,0.4497,0.0,0.891,0.109,0.4497,0.0,0.891,0.109,0.4497
"RT @mylittlefaith: 5x08 written by the same writer that wrote 3x18 and 4x07, two of my favorite choni episodes? a win. also wrote 2x06, a g…",False,en,0,5,2021-02-27 01:43:09,1365477540052238339,"['5x08', 'written', 'writer', 'wrote', '3x18', '4x07', 'two', 'favorite', 'choni', 'episodes', 'win', 'also', 'wrote', '2x06', 'g']",5x08 written writer wrote 3x18 4x07 two favorite choni episodes win also wrote 2x06 g,0.0,0.764,0.236,0.7783,0.0,0.764,0.236,0.7783,0.0,0.764,0.236,0.7783,0.0,0.764,0.236,0.7783,0.0,0.764,0.236,0.7783
RT @robynchoni: when they kiss and cheryl pulls away because she doesn’t feel the spark she  had with toni and minerva asks what’s wrong an…,False,en,0,13,2021-02-27 01:43:00,1365477502500634627,"['kiss', 'cheryl', 'pulls', 'away', 'feel', 'spark', 'toni', 'minerva', 'asks', 'wrong']",kiss cheryl pulls away feel spark toni minerva asks wrong,0.104,0.738,0.158,0.1531,0.104,0.738,0.158,0.1531,0.104,0.738,0.158,0.1531,0.104,0.738,0.158,0.1531,0.104,0.738,0.158,0.1531
@tonidaIe ✨ Manifesting ✨,False,en,2,0,2021-02-27 01:42:44,1365477435693744128,['manifesting'],manifesting,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"RT @chonirubies: choni rain kiss will be the biggest collapse ever 
https://t.co/fTorYVILui",False,en,0,7,2021-02-27 01:42:35,1365477399148773376,"['choni', 'rain', 'kiss', 'biggest', 'collapse', 'ever']",choni rain kiss biggest collapse ever,0.2,0.625,0.175,-0.1027,0.2,0.625,0.175,-0.1027,0.2,0.625,0.175,-0.1027,0.2,0.625,0.175,-0.1027,0.2,0.625,0.175,-0.1027
RT @tonidaIe: what if cheryl sets up the key party and wants toni but somehow ends up with minerva (“risky plan” meaning it might not work…,False,en,0,43,2021-02-27 01:42:17,1365477319750676482,"['cheryl', 'sets', 'key', 'party', 'wants', 'toni', 'somehow', 'ends', 'minerva', 'risky', 'plan', 'meaning', 'might', 'work']",cheryl sets key party wants toni somehow ends minerva risky plan meaning might work,0.0,0.931,0.069,0.2144,0.0,0.931,0.069,0.2144,0.0,0.931,0.069,0.2144,0.0,0.931,0.069,0.2144,0.0,0.931,0.069,0.2144
RT @chonibIossom: considering adeline left vancouver in the middle of filming 510 i feel like cheryl and minerva won’t be going on much lon…,False,en,0,13,2021-02-27 01:42:03,1365477261944754189,"['considering', 'adeline', 'left', 'vancouver', 'middle', 'filming', '510', 'feel', 'like', 'cheryl', 'minerva', 'going', 'much', 'lon']",considering adeline left vancouver middle filming 510 feel like cheryl minerva going much lon,0.0,0.898,0.102,0.3612,0.0,0.898,0.102,0.3612,0.0,0.898,0.102,0.3612,0.0,0.898,0.102,0.3612,0.0,0.898,0.102,0.3612
@chonicarrington Wow I mean plz no but this is brilliant,False,en,2,0,2021-02-27 01:40:59,1365476993639342081,"['wow', 'mean', 'plz', 'brilliant']",wow mean plz brilliant,0.104,0.326,0.57,0.7992,0.104,0.326,0.57,0.7992,0.104,0.326,0.57,0.7992,0.104,0.326,0.57,0.7992,0.104,0.326,0.57,0.7992
@robynchoni I’m low key here for it,False,en,0,0,2021-02-27 01:40:11,1365476795290681357,"['low', 'key']",low key,0.259,0.741,0.0,-0.2732,0.259,0.741,0.0,-0.2732,0.259,0.741,0.0,-0.2732,0.259,0.741,0.0,-0.2732,0.259,0.741,0.0,-0.2732
I think imma go crazy waiting for choni to be together again,False,en,0,0,2021-02-27 01:40:10,1365476790328848388,"['think', 'imma', 'go', 'crazy', 'waiting', 'choni', 'together']",think imma go crazy waiting choni together,0.194,0.806,0.0,-0.34,0.194,0.806,0.0,-0.34,0.194,0.806,0.0,-0.34,0.194,0.806,0.0,-0.34,0.194,0.806,0.0,-0.34
RT @robynchoni: i low key want choni’s first kiss to be out of frustration and anger after an argument and one of them pulls away and runs…,False,en,0,23,2021-02-27 01:40:06,1365476771555127301,"['low', 'key', 'want', 'choni', 'first', 'kiss', 'frustration', 'anger', 'argument', 'one', 'pulls', 'away', 'runs']",low key want choni first kiss frustration anger argument one pulls away runs,0.321,0.563,0.115,-0.8074,0.321,0.563,0.115,-0.8074,0.321,0.563,0.115,-0.8074,0.321,0.563,0.115,-0.8074,0.321,0.563,0.115,-0.8074
@toniblossoms I mean I want their friendship - but I’m here for this too,False,en,0,0,2021-02-27 01:38:08,1365476277902323712,"['mean', 'want', 'friendship']",mean want friendship,0.0,0.744,0.256,0.2732,0.0,0.744,0.256,0.2732,0.0,0.744,0.256,0.2732,0.0,0.744,0.256,0.2732,0.0,0.744,0.256,0.2732
RT @toniblossoms: WAIT A MINUTE.... WHAT IF ITS TABITHA https://t.co/PfS4pyMamX,False,en,0,43,2021-02-27 01:37:49,1365476196495015938,"['wait', 'minute', 'tabitha']",wait minute tabitha,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @chonirubies: cheryl making a risky plan to be with toni https://t.co/fTA0tOA9iR,False,en,0,10,2021-02-27 01:36:46,1365475933793173505,"['cheryl', 'making', 'risky', 'plan', 'toni']",cheryl making risky plan toni,0.153,0.847,0.0,-0.2023,0.153,0.847,0.0,-0.2023,0.153,0.847,0.0,-0.2023,0.153,0.847,0.0,-0.2023,0.153,0.847,0.0,-0.2023
RT @chxrylpetsch: thinking about madelaine calling adeline “my minerva”.... if cheryl ever calls that woman any of the nicknames she had fo…,False,en,0,16,2021-02-27 01:36:45,1365475928923660292,"['thinking', 'madelaine', 'calling', 'adeline', 'minerva', 'cheryl', 'ever', 'calls', 'woman', 'nicknames', 'fo']",thinking madelaine calling adeline minerva cheryl ever calls woman nicknames fo,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
RT @starrytopaz: tbh before i didn’t really care if cheryl had another love interest but knowing iesbiancheryl is getting what she wants is…,False,en,0,4,2021-02-27 01:36:23,1365475837294768129,"['tbh', 'really', 'care', 'cheryl', 'another', 'love', 'interest', 'knowing', 'iesbiancheryl', 'getting', 'wants']",tbh really care cheryl another love interest knowing iesbiancheryl getting wants,0.0,0.735,0.265,0.7047,0.0,0.735,0.265,0.7047,0.0,0.735,0.265,0.7047,0.0,0.735,0.265,0.7047,0.0,0.735,0.265,0.7047
@robynchoni Hey! She is completely! Whatever this is is short term she fights for the endgame!,False,en,0,0,2021-02-27 01:35:54,1365475713952940034,"['hey', 'completely', 'whatever', 'short', 'term', 'fights', 'endgame']",hey completely whatever short term fights endgame,0.193,0.807,0.0,-0.5538,0.193,0.807,0.0,-0.5538,0.193,0.807,0.0,-0.5538,0.193,0.807,0.0,-0.5538,0.193,0.807,0.0,-0.5538
RT @adoreschoni: getting a cheryl/minerva kiss before i get a choni one  https://t.co/bHgPnsDIB8,False,en,0,15,2021-02-27 01:35:43,1365475669686247424,"['getting', 'cheryl', 'minerva', 'kiss', 'get', 'choni', 'one']",getting cheryl minerva kiss get choni one,0.0,0.763,0.237,0.4215,0.0,0.763,0.237,0.4215,0.0,0.763,0.237,0.4215,0.0,0.763,0.237,0.4215,0.0,0.763,0.237,0.4215
"CHERYL IS GOING TO KISS MINERVA?? NOOOOO

https://t.co/i9qBfB2yTY",False,en,0,0,2021-02-27 01:35:26,1365475597921697793,"['cheryl', 'going', 'kiss', 'minerva', 'nooooo']",cheryl going kiss minerva nooooo,0.0,0.643,0.357,0.5984,0.0,0.643,0.357,0.5984,0.0,0.643,0.357,0.5984,0.0,0.643,0.357,0.5984,0.0,0.643,0.357,0.5984
"RT @cappuchoni: minerva is going to try to seduce cheryl, thinking toni only used her for money after bringing the vixens back, cheryl give…",False,en,0,19,2021-02-27 01:35:04,1365475504162275328,"['minerva', 'going', 'try', 'seduce', 'cheryl', 'thinking', 'toni', 'used', 'money', 'bringing', 'vixens', 'back', 'cheryl', 'give']",minerva going try seduce cheryl thinking toni used money bringing vixens back cheryl give,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
@ChoniBeMine @choniswitches2 I like your second option more but idk my heart isn’t at all ready,False,en,0,0,2021-02-27 01:34:57,1365475474147856390,"['like', 'second', 'option', 'idk', 'heart', 'ready']",like second option idk heart ready,0.106,0.631,0.263,0.4556,0.106,0.631,0.263,0.4556,0.106,0.631,0.263,0.4556,0.106,0.631,0.263,0.4556,0.106,0.631,0.263,0.4556
"@Tonicheryltopaz I feel like the baby has a big impact between them - but I don’t want her to give up Cheryl clearly is still completely in love with her, but idek at this point",False,en,0,0,2021-02-27 01:34:23,1365475331763798016,"['feel', 'like', 'baby', 'big', 'impact', 'want', 'give', 'cheryl', 'clearly', 'still', 'completely', 'love', 'idek', 'point']",feel like baby big impact want give cheryl clearly still completely love idek point,0.0,0.676,0.324,0.918,0.0,0.676,0.324,0.918,0.0,0.676,0.324,0.918,0.0,0.676,0.324,0.918,0.0,0.676,0.324,0.918
Wtf is happening??? Why are y'all talking about cheryl and minerva?? I'm so confused😭,False,en,0,0,2021-02-27 01:33:34,1365475127400480772,"['wtf', 'happening', 'talking', 'cheryl', 'minerva', 'confused']",wtf happening talking cheryl minerva confused,0.268,0.732,0.0,-0.6966,0.268,0.732,0.0,-0.6966,0.268,0.732,0.0,-0.6966,0.268,0.732,0.0,-0.6966,0.268,0.732,0.0,-0.6966
"RT @barchanted: I will be voting for Barchie, Choni, and Falice. Who's with me? 😇",True,en,0,1,2021-02-27 01:31:43,1365474662868779012,"['voting', 'barchie', 'choni', 'falice']",voting barchie choni falice,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"RT @momentsofchoni: “T-Toni, slow down!”
“Relax Cher, I know what I’m doing.”
“I’m sure you do but- AHHH!!”
“Stop screaming, you’re making…",False,en,0,12,2021-02-27 01:31:16,1365474548594933765,"['toni', 'slow', 'relax', 'cher', 'know', 'sure', 'ahhh', 'stop', 'screaming', 'making']",toni slow relax cher know sure ahhh stop screaming making,0.172,0.762,0.066,-0.5612,0.172,0.762,0.066,-0.5612,0.172,0.762,0.066,-0.5612,0.172,0.762,0.066,-0.5612,0.172,0.762,0.066,-0.5612
RT @chonistyles: 5x08 IS A CHONI CENTERED EPISODE IS THIS WHAT HEAVEN FEELS LIKE https://t.co/GHF84U05kw,False,en,0,5,2021-02-27 01:22:06,1365472243560685570,"['5x08', 'choni', 'centered', 'episode', 'heaven', 'feels', 'like']",5x08 choni centered episode heaven feels like,0.0,0.623,0.377,0.8056,0.0,0.623,0.377,0.8056,0.0,0.623,0.377,0.8056,0.0,0.623,0.377,0.8056,0.0,0.623,0.377,0.8056
